Image,actual_label,predicted_label,generated_caption,Description,gpt_score,gpt_reason
Minous dempsterae_Sp4_L (40).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (41).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (42).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual differences in side and description of rostrum and excisura.
Minous dempsterae_Sp4_L (43).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual differences in side and description of rostrum and excisura.
Minous dempsterae_Sp4_L (44).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",6,The generated description incorrectly identifies the side as right instead of left and has minor differences in the anterior region description.
Minous dempsterae_Sp4_L (45).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (46).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,The generated description incorrectly identifies the side as right instead of left and has minor differences in the anterior region description.
Minous dempsterae_Sp4_L (47).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",8,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (48).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (49).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (5).tif,Minous dempsterae,Brachypterois serrulata,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled to blunt, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: angled to round.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",4,"Several factual differences in shape, sulcus acusticus, ostium, cauda, and anterior/posterior regions."
Minous dempsterae_Sp4_L (50).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual differences in side and description of rostrum and excisura.
Minous dempsterae_Sp4_L (51).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (52).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (53).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (54).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (55).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (56).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (57).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (58).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (59).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual difference in the side of the otolith and description of the rostrum and excisura.
Minous dempsterae_Sp4_L (6).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (60).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,The generated description incorrectly identifies the side as right instead of left and has minor differences in the anterior region description.
Minous dempsterae_Sp4_L (61).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",7,Minor factual differences in side and description of rostrum and excisura.
Minous dempsterae_Sp4_L (62).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",8,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (63).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",8,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (64).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (65).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (66).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (67).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (68).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (69).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (7).tif,Minous dempsterae,Brachypterois serrulata,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",4,"Several factual differences in shape, sulcus acusticus, ostium, cauda, and posterior region."
Minous dempsterae_Sp4_L (70).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (71).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
Minous dempsterae_Sp4_L (72).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.",9,Minor factual differences in the description of the rostrum and excisura.
