Class,Image,Systematics,Otolith_type,Otolith_side,Description,Sampling_location,Depth ,Vernacular name,Habitat
Nemipterus sp,L_N_sp6_Image012.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular, Rostrum and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp6_Image013.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular, Rostrum and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image008.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image009.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image010.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image011.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image012.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image013.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp7_Image014.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, Rostrum peaked and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image001.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image008.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image009.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image010.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image011.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image012.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image013.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image014.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image015.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image017.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,L_N_sp8_Image018.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined or round. Excisura wide and notch poorly defined or shallow wide. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp10_Image001.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image002.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image003.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image004.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image005.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image006.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image007.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image008.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image009.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image010.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image011.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image012.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image013.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image014.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp10_Image015.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: irregular.",,,,shallow marine
Nemipterus sp,R_N_sp1_Image001.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image001_1.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image002.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image003.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image004.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image005.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image006.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image007.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image008.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image009.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp1_Image010.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image001.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image002.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image003.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image004.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image005.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image006.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
Nemipterus sp,R_N_sp2_Image007.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum blunt and antirostrum poorly defined or angled. Excisura wide with notch shallow, acute or poorly defined. Posterior region: round",,,,shallow marine
