Image,actual_label,predicted_label,generated_caption,Description
Ectreposbastes imus_Sp2_L (29).tif,Ectreposbastes imus,Chlorophthalmus acutifrons,"Type: Sagittal. Side: Left otolith. Shape: oblong, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium:  Funnel-like, shorter than cauda. Cauda: tubular, much longer than the ostium, slightly curved. anterior region: round, rostrum and antirostrum poorly defined. Excisura and notch absent. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (30).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (31).tif,Ectreposbastes imus,Ectreposbastes imus,"Type: Sagittal. Side: Left otolith. Shape: irregular, sinuate to lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute notch. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (32).tif,Ectreposbastes imus,Hoplostethus sp,"Type: Sagittal. Side: Left otolith. Shape: irregular, irregular margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: irregular, rostrum and antirostrum blunt, excisura wide with deep acute notch. Posterior region: irregular","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (33).tif,Ectreposbastes imus,Ectreposbastes imus,"Type: Sagittal. Side: Left otolith. Shape: irregular, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: discoidal. Cauda: tubular, straight. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (34).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (35).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (36).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (37).tif,Ectreposbastes imus,Chlorophthalmus acutifrons,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium:  Funnel-like, shorter than cauda. Cauda: tubular, much longer than ostium, curved. anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with acute deep notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (38).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum blunt, excisura moderately narrow with acute, deep notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (39).tif,Ectreposbastes imus,Chlorophthalmus acutifrons,"Type: Sagittal. Side: Left otolith. Shape: oblong, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium:  Funnel-like, shorter than cauda. Cauda: tubular, much longer than the ostium, slightly curved. anterior region: round, rostrum and antirostrum poorly defined. Excisura and notch absent. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (40).tif,Ectreposbastes imus,Dactyloptena orientalis,"Type: Sagittal. Side: Left otolith. Shape: oblong, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately wide with acute, deep notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (41).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (42).tif,Ectreposbastes imus,Chlorophthalmus acutifrons,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, much longer than ostium, curved. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with acute deep notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (43).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum blunt, excisura moderately wide with acute, shallow notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (44).tif,Ectreposbastes imus,Chlorophthalmus acutifrons,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, much longer than ostium, curved. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with acute deep notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (45).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (46).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep wide notch. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (47).tif,Ectreposbastes imus,Chlorophthalmus acutifrons,"Type: Sagittal. Side: Left otolith. Shape: oblong, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium:  Funnel-like, shorter than cauda. Cauda: tubular, much longer than the ostium, slightly curved. anterior region: round, rostrum and antirostrum poorly defined. Excisura and notch absent. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (48).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (49).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (50).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (51).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (52).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (53).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (54).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (55).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (56).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (57).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (58).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (59).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (60).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_Sp2_L (61).tif,Ectreposbastes imus,Hoplostethus sp,"Type: Sagittal. Side: Left otolith. Shape: irregular, irregular margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: irregular, rostrum and antirostrum blunt, excisura wide with deep acute notch. Posterior region: irregular","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, mesial, encircled by thick hill-like swelling. Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (1).tif,Ectreposbastes imus,Ectreposbastes imus,"Type: Sagittal. Side: Right otolith. Shape: discoidal, irregular dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with wide notch. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (17).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (18).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round to blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (19).tif,Ectreposbastes imus,Pterygotrigla hemisticta,"Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with acute deep notch. Posterior region: round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
Ectreposbastes imus_dorsal_Sp2_L_dorsal (2).tif,Ectreposbastes imus,Setarches guentheri,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: discoidal, approximately entire to sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented). Ostium and Cauda: undifferentiated. Anterior region: double peaked, rostrum and antirostrum blunt excisura wide with acute to wide notch. Posterior region: round to blunt."
